,filename,name,query,related,targetCompany
2563,iroc_co_ltd,IROC Co Ltd,IROC Co Ltd product,0,矽成_進貨_積體電路
2564,ite_tech_inc,ITE Tech. Inc.,ITE Tech. Inc. product,0,矽成_進貨_積體電路
2565,jeju_semiconductor_corp,Jeju Semiconductor Corp,Jeju Semiconductor Corp product,0,矽成_進貨_積體電路
2566,jentech_precision_industrial_co_ltd,Jentech Precision Industrial Co Ltd,Jentech Precision Industrial Co Ltd product,0,矽成_進貨_積體電路
2567,jhm_consolidation_berhad,JHM Consolidation Berhad,JHM Consolidation Berhad product,0,矽成_進貨_積體電路
2568,jih_lin_technology_co_ltd,Jih Lin Technology Co Ltd,Jih Lin Technology Co Ltd product,0,矽成_進貨_積體電路
2569,juic_international_corp,Juic International Corp,Juic International Corp product,0,矽成_進貨_積體電路
2570,kaga_electronics_co_ltd,"KAGA ELECTRONICS CO., LTD.","KAGA ELECTRONICS CO., LTD. product",0,矽成_進貨_積體電路
2571,kanaden_corporation,KANADEN CORPORATION,KANADEN CORPORATION product,0,矽成_進貨_積體電路
2572,kenmec_mechanical_engineering_co_ltd,KenMec Mechanical Engineering Co. Ltd.,KenMec Mechanical Engineering Co. Ltd. product,0,矽成_進貨_積體電路
2573,key_asic_berhad,Key Asic Berhad,Key Asic Berhad product,0,矽成_進貨_積體電路
2574,kingpak_technology_inc,Kingpak Technology Inc,Kingpak Technology Inc product,1,矽成_進貨_積體電路
2575,koryo_electronics_co_ltd,Koryo Electronics Co Ltd,Koryo Electronics Co Ltd product,1,矽成_進貨_積體電路
2576,kuen_chaang_uppertech_corp,KUEN CHAANG UPPERTECH CORP.,KUEN CHAANG UPPERTECH CORP. product,0,矽成_進貨_積體電路
2577,kyocera_corp_adr,Kyocera Corp (ADR),Kyocera Corp (ADR) product,0,矽成_進貨_積體電路
2578,kyoei_sangyo_co_ltd,"KYOEI SANGYO CO., LTD.","KYOEI SANGYO CO., LTD. product",0,矽成_進貨_積體電路
2579,led_international_holdings_ltd,LED International Holdings Ltd.,LED International Holdings Ltd. product,0,矽成_進貨_積體電路
2580,ledtech_electronics_corporation,Ledtech Electronics Corporation,Ledtech Electronics Corporation product,0,矽成_進貨_積體電路
2581,lg_international_corp,LG International Corp,LG International Corp product,0,矽成_進貨_積體電路
2582,lierda_science__technology_group_co_ltd,Lierda Science & Technology Group Co Ltd,Lierda Science & Technology Group Co Ltd product,0,矽成_進貨_積體電路
2583,liteon_semiconductor_group,Lite-On Semiconductor Group,Lite-On Semiconductor Group product,0,矽成_進貨_積體電路
2584,liwanli_innovation_co_ltd,LIWANLI Innovation Co Ltd,LIWANLI Innovation Co Ltd product,0,矽成_進貨_積體電路
2585,logah_technology_corp,Logah Technology Corp,Logah Technology Corp product,0,矽成_進貨_積體電路
2586,macnica_fuji_electronics_holdings_inc,Macnica Fuji Electronics Holdings Inc,Macnica Fuji Electronics Holdings Inc product,0,矽成_進貨_積體電路
2587,macronix_international_co_ltd,"Macronix International Co., Ltd.","Macronix International Co., Ltd. product",0,矽成_進貨_積體電路
2588,magic_micro_co_ltd,Magic Micro Co Ltd,Magic Micro Co Ltd product,0,矽成_進貨_積體電路
2589,magnachip_semiconductor_corp,Magnachip Semiconductor Corp,Magnachip Semiconductor Corp product,0,矽成_進貨_積體電路
2590,makus_inc,"Makus, Inc.","Makus, Inc. product",0,矽成_進貨_積體電路
2591,mansei_corporation,MANSEI CORPORATION,MANSEI CORPORATION product,0,矽成_進貨_積體電路
2592,marubun_corporation,MARUBUN CORPORATION,MARUBUN CORPORATION product,1,矽成_進貨_積體電路
2593,mdr_ltd,mDR Ltd,mDR Ltd product,0,矽成_進貨_積體電路
2594,megachips_corporation,MegaChips Corporation,MegaChips Corporation product,0,矽成_進貨_積體電路
2595,megalogic_technology_holdings_ltd,Megalogic Technology Holdings Ltd,Megalogic Technology Holdings Ltd product,0,矽成_進貨_積體電路
2596,metatech_ap_inc,MetaTech (AP) Inc.,MetaTech (AP) Inc. product,0,矽成_進貨_積體電路
2597,microchip_technology_inc,Microchip Technology Inc.,Microchip Technology Inc. product,0,矽成_進貨_積體電路
2598,micropac_industries_inc,"Micropac Industries, Inc.","Micropac Industries, Inc. product",0,矽成_進貨_積體電路
2599,mikron_pao,Mikron PAO,Mikron PAO product,0,矽成_進貨_積體電路
2600,miraial_co_ltd,"Miraial Co., Ltd.","Miraial Co., Ltd. product",0,矽成_進貨_積體電路
2601,mitachi_co_ltd,"MITACHI CO., LTD","MITACHI CO., LTD product",0,矽成_進貨_積體電路
2602,mitsui_hightec_inc,"Mitsui High-tec, Inc.","Mitsui High-tec, Inc. product",0,矽成_進貨_積體電路
2603,mobicon_group_limited,Mobicon Group Limited,Mobicon Group Limited product,0,矽成_進貨_積體電路
2604,monolithic_power_systems_inc,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. product",0,矽成_進貨_積體電路
2605,mosys_inc,MoSys Inc.,MoSys Inc. product,0,矽成_進貨_積體電路
2606,myson_century_inc,Myson Century Inc,Myson Century Inc product,0,矽成_進貨_積體電路
2607,nadex_co_ltd,"NADEX CO., LTD.","NADEX CO., LTD. product",0,矽成_進貨_積體電路
2608,naigai_tec_corporation,Naigai Tec Corporation,Naigai Tec Corporation product,0,矽成_進貨_積體電路
2609,nanya_technology_corp,Nanya Technology Corp,Nanya Technology Corp product,0,矽成_進貨_積體電路
2610,nationz_technologies_inc,Nationz Technologies Inc.,Nationz Technologies Inc. product,0,矽成_進貨_積體電路
2611,nepes_corp,Nepes Corp,Nepes Corp product,0,矽成_進貨_積體電路
2612,new_japan_radio_co_ltd,"New Japan Radio Co., Ltd.","New Japan Radio Co., Ltd. product",0,矽成_進貨_積體電路
2613,nextchip_co_ltd,Nextchip Co Ltd,Nextchip Co Ltd product,0,矽成_進貨_積體電路
2614,nichidenbo_corporation,NICHIDENBO CORPORATION,NICHIDENBO CORPORATION product,0,矽成_進貨_積體電路
2615,niching_industrial_corporation,NICHING INDUSTRIAL CORPORATION,NICHING INDUSTRIAL CORPORATION product,1,矽成_進貨_積體電路
2616,nippo_ltd,NIPPO LTD.,NIPPO LTD. product,0,矽成_進貨_積體電路
2617,nordic_semiconductor_asa,Nordic Semiconductor ASA,Nordic Semiconductor ASA product,0,矽成_進貨_積體電路
2618,nve_corp,NVE Corp,NVE Corp product,0,矽成_進貨_積體電路
2619,oesterreichische_staatsdruckerei_hldg_ag,Oesterreichische Staatsdruckerei Hldg AG,Oesterreichische Staatsdruckerei Hldg AG product,0,矽成_進貨_積體電路
2620,on_semiconductor_corp,ON Semiconductor Corp,ON Semiconductor Corp product,0,矽成_進貨_積體電路
2621,opto_tech_corporation,OPTO Tech Corporation,OPTO Tech Corporation product,0,矽成_進貨_積體電路
2622,orient_semiconductor_electronics_ltd,Orient Semiconductor Electronics Ltd,Orient Semiconductor Electronics Ltd product,0,矽成_進貨_積體電路
2623,paltek_corporation,PALTEK CORPORATION,PALTEK CORPORATION product,0,矽成_進貨_積體電路
2624,panram_international_corp,Panram International Corp,Panram International Corp product,0,矽成_進貨_積體電路
2625,para_light_electronics_co_ltd,"Para Light Electronics Co., Ltd","Para Light Electronics Co., Ltd product",0,矽成_進貨_積體電路
2626,pericom_semiconductor,Pericom Semiconductor,Pericom Semiconductor product,0,矽成_進貨_積體電路
2627,petrosetco_distribution_joint_stock_co,Petrosetco Distribution Joint Stock Co,Petrosetco Distribution Joint Stock Co product,0,矽成_進貨_積體電路
2628,phison_electronics_corp,Phison Electronics Corp.,Phison Electronics Corp. product,0,矽成_進貨_積體電路
2629,phoenix_semiconductor_philippines_corp,Phoenix Semiconductor Philippines Corp,Phoenix Semiconductor Philippines Corp product,0,矽成_進貨_積體電路
2630,pixelworks_inc,"Pixelworks, Inc.","Pixelworks, Inc. product",0,矽成_進貨_積體電路
2631,poet_technologies_inc,POET Technologies Inc,POET Technologies Inc product,0,矽成_進貨_積體電路
2632,power_integrations_inc,Power Integrations Inc,Power Integrations Inc product,0,矽成_進貨_積體電路
2633,powertech_technology_inc,Powertech Technology Inc.,Powertech Technology Inc. product,0,矽成_進貨_積體電路
2634,premier_farnell_plc,Premier Farnell plc,Premier Farnell plc product,0,矽成_進貨_積體電路
2635,prescope_technologies_coltd,"PRESCOPE TECHNOLOGIES CO.,LTD","PRESCOPE TECHNOLOGIES CO.,LTD product",0,矽成_進貨_積體電路
2636,professional_computer_technology_ltd,Professional Computer Technology Ltd,Professional Computer Technology Ltd product,0,矽成_進貨_積體電路
2637,prolific_technology_inc,Prolific Technology Inc,Prolific Technology Inc product,0,矽成_進貨_積體電路
2638,prolink_microsystems_corp,Prolink Microsystems Corp,Prolink Microsystems Corp product,0,矽成_進貨_積體電路
2639,promate_electronic_co_ltd,Promate Electronic Co Ltd,Promate Electronic Co Ltd product,0,矽成_進貨_積體電路
2640,prosperity_dielectrics_co_ltd,"Prosperity Dielectrics Co., Ltd.","Prosperity Dielectrics Co., Ltd. product",0,矽成_進貨_積體電路
2641,rada_electronic_ind_ltd,RADA Electronic Ind. Ltd.,RADA Electronic Ind. Ltd. product,0,矽成_進貨_積體電路
2642,rambus_inc,Rambus Inc.,Rambus Inc. product,0,矽成_進貨_積體電路
2643,realtek_semiconductor_corp,Realtek Semiconductor Corp.,Realtek Semiconductor Corp. product,1,矽成_進貨_積體電路
2644,rec_silicon_asa,Rec Silicon ASA,Rec Silicon ASA product,0,矽成_進貨_積體電路
2645,renesas_easton_co_ltd,Renesas Easton Co Ltd,Renesas Easton Co Ltd product,1,矽成_進貨_積體電路
2646,richardson_electronics_ltd,"Richardson Electronics, Ltd.","Richardson Electronics, Ltd. product",0,矽成_進貨_積體電路
2647,rubicon_technology_inc,"Rubicon Technology, Inc.","Rubicon Technology, Inc. product",0,矽成_進貨_積體電路
2648,ryosan_company_limited,"Ryosan Company, Limited","Ryosan Company, Limited product",0,矽成_進貨_積體電路
2649,ryoyo_electro_corp,Ryoyo Electro Corp,Ryoyo Electro Corp product,1,矽成_進貨_積體電路
2650,sas_dragon_holdings_limited,S.A.S. Dragon Holdings Limited,S.A.S. Dragon Holdings Limited product,0,矽成_進貨_積體電路
2651,sakae_electronics_corporation,Sakae Electronics Corporation,Sakae Electronics Corporation product,0,矽成_進貨_積體電路
2652,samart_imobile_pcl,Samart I-Mobile PCL,Samart I-Mobile PCL product,0,矽成_進貨_積體電路
2653,samsung_electromechanics_co_ltd,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd. product",0,矽成_進貨_積體電路
2654,samt_co_ltd,SAMT Co Ltd,SAMT Co Ltd product,1,矽成_進貨_積體電路
2655,sanshin_electronics_co_ltd,"SANSHIN ELECTRONICS CO., LTD.","SANSHIN ELECTRONICS CO., LTD. product",1,矽成_進貨_積體電路
2656,satori_electric_co_ltd,"SATORI ELECTRIC CO., LTD.","SATORI ELECTRIC CO., LTD. product",0,矽成_進貨_積體電路
2657,scanfil_oyj,Scanfil Oyj,Scanfil Oyj product,0,矽成_進貨_積體電路
2658,sdi_corporation,SDI Corporation,SDI Corporation product,0,矽成_進貨_積體電路
2659,semtech_corporation,Semtech Corporation,Semtech Corporation product,0,矽成_進貨_積體電路
2660,serial_system_ltd,Serial System Ltd,Serial System Ltd product,0,矽成_進貨_積體電路
2661,sfa_semicon_co_ltd,SFA Semicon Co Ltd,SFA Semicon Co Ltd product,0,矽成_進貨_積體電路
2662,sfc_energy_ag,SFC Energy AG,SFC Energy AG product,0,矽成_進貨_積體電路
2663,shanghai_fudan_microelectronics_company,Shanghai Fudan Microelectronics Company,Shanghai Fudan Microelectronics Company product,0,矽成_進貨_積體電路
2664,shenzhen_aisidi_co_ltd,"Shenzhen Aisidi Co., LTD.","Shenzhen Aisidi Co., LTD. product",0,矽成_進貨_積體電路
2665,shenzhen_huakong_seg_co_ltd,Shenzhen Huakong Seg Co Ltd,Shenzhen Huakong Seg Co Ltd product,0,矽成_進貨_積體電路
2666,shenzhen_refond_optoelectronics,Shenzhen Refond Optoelectronics,Shenzhen Refond Optoelectronics product,0,矽成_進貨_積體電路
2667,shian_yih_electronic_industry_co_ltd,"Shian Yih Electronic Industry Co., Ltd.","Shian Yih Electronic Industry Co., Ltd. product",0,矽成_進貨_積體電路
2668,shinden_hightex_corp,Shinden Hightex Corp,Shinden Hightex Corp product,0,矽成_進貨_積體電路
2669,sigurd_microelectronics_corp,Sigurd Microelectronics Corp,Sigurd Microelectronics Corp product,0,矽成_進貨_積體電路
2670,silicon_motion_technology_corp_adr,Silicon Motion Technology Corp. (ADR),Silicon Motion Technology Corp. (ADR) product,0,矽成_進貨_積體電路
2671,sino_wealth_electronic_ltd,Sino Wealth Electronic Ltd,Sino Wealth Electronic Ltd product,1,矽成_進貨_積體電路
2672,sinopower_semiconductor_inc,Sinopower Semiconductor Inc,Sinopower Semiconductor Inc product,0,矽成_進貨_積體電路
2673,sk_hynix_inc,SK Hynix Inc,SK Hynix Inc product,0,矽成_進貨_積體電路
2674,smartcore_holdings_ltd,Smart-Core Holdings Ltd,Smart-Core Holdings Ltd product,0,矽成_進貨_積體電路
2675,solacia_inc,Solacia Inc.,Solacia Inc. product,0,矽成_進貨_積體電路
2676,solid_state_system_co_ltd,"Solid State System Co., Ltd","Solid State System Co., Ltd product",0,矽成_進貨_積體電路
2677,solitron_devices_inc,"Solitron Devices, Inc.","Solitron Devices, Inc. product",0,矽成_進貨_積體電路
2678,solomon_technology_corporation,Solomon Technology Corporation,Solomon Technology Corporation product,0,矽成_進貨_積體電路
2679,spel_semiconductor_limited,SPEL Semiconductor Limited,SPEL Semiconductor Limited product,0,矽成_進貨_積體電路
2680,stars_microelectronics_thailand_pcl,Stars Microelectronics (Thailand) PCL,Stars Microelectronics (Thailand) PCL product,0,矽成_進貨_積體電路
2681,strongled_lighting_systems_cy_co_ltd,StrongLed Lighting Systems (CY) Co Ltd,StrongLed Lighting Systems (CY) Co Ltd product,0,矽成_進貨_積體電路
2682,subtron_technology_co_ltd,"Subtron Technology Co., Ltd.","Subtron Technology Co., Ltd. product",0,矽成_進貨_積體電路
2683,sumco_corp,Sumco Corp,Sumco Corp product,0,矽成_進貨_積體電路
2684,sunnic_technology__merchandise_inc,SUNNIC Technology & Merchandise Inc.,SUNNIC Technology & Merchandise Inc. product,0,矽成_進貨_積體電路
2685,sunwa_technos_corporation,SUN-WA TECHNOS CORPORATION,SUN-WA TECHNOS CORPORATION product,0,矽成_進貨_積體電路
2686,supreme_electronics_co_ltd,"Supreme Electronics Co., Ltd.","Supreme Electronics Co., Ltd. product",0,矽成_進貨_積體電路
2687,surge_components_inc,Surge Components Inc,Surge Components Inc product,0,矽成_進貨_積體電路
2688,suzuden_corporation,SUZUDEN CORPORATION,SUZUDEN CORPORATION product,0,矽成_進貨_積體電路
2689,svetlana_oao,Svetlana OAO,Svetlana OAO product,0,矽成_進貨_積體電路
2690,taitron_components_inc,Taitron Components Inc.,Taitron Components Inc. product,0,矽成_進貨_積體電路
2691,taiwan_ic_packaging_corporation,Taiwan IC Packaging Corporation,Taiwan IC Packaging Corporation product,0,矽成_進貨_積體電路
2692,taiwan_semiconductor_mfg_co_ltd,Taiwan Semiconductor Mfg. Co. Ltd.,Taiwan Semiconductor Mfg. Co. Ltd. product,0,矽成_進貨_積體電路
2693,taiwan_semiconductor_mfg_co_ltd_adr,Taiwan Semiconductor Mfg. Co. Ltd. (ADR),Taiwan Semiconductor Mfg. Co. Ltd. (ADR) product,0,矽成_進貨_積體電路
2694,takachiho_koheki_co_ltd,"TAKACHIHO KOHEKI CO., LTD.","TAKACHIHO KOHEKI CO., LTD. product",0,矽成_進貨_積體電路
2695,tamul_multimedia_co_ltd,"Tamul Multimedia Co., Ltd","Tamul Multimedia Co., Ltd product",0,矽成_進貨_積體電路
2696,tatwah_smartech_company_limited,Tatwah Smartech Company Limited,Tatwah Smartech Company Limited product,0,矽成_進貨_積體電路
2697,tb_group_inc,TB Group Inc,TB Group Inc product,0,矽成_進貨_積體電路
2698,team_group_inc,Team Group Inc,Team Group Inc product,0,矽成_進貨_積體電路
2699,terrasem_co_ltd,TerraSem Co Ltd,TerraSem Co Ltd product,0,矽成_進貨_積體電路
2700,tessera_holding_corp,Tessera Holding Corp,Tessera Holding Corp product,0,矽成_進貨_積體電路
2701,thin_film_electronics_asa,Thin Film Electronics ASA,Thin Film Electronics ASA product,0,矽成_進貨_積體電路
2702,tm_technology_inc,TM Technology Inc,TM Technology Inc product,0,矽成_進貨_積體電路
2703,tokai_electronics_co_ltd,Tokai Electronics Co Ltd,Tokai Electronics Co Ltd product,0,矽成_進貨_積體電路
2704,tokyo_electron_device_ltd,Tokyo Electron Device Ltd,Tokyo Electron Device Ltd product,1,矽成_進貨_積體電路
2705,tomen_devices_corporation,TOMEN DEVICES CORPORATION,TOMEN DEVICES CORPORATION product,1,矽成_進貨_積體電路
2706,tong_hsing_electronic_industries_ltd,Tong Hsing Electronic Industries Ltd.,Tong Hsing Electronic Industries Ltd. product,0,矽成_進貨_積體電路
2707,top_dynamic_international_holdings_ltd,Top Dynamic International Holdings Ltd,Top Dynamic International Holdings Ltd product,0,矽成_進貨_積體電路
2708,topco_scientific_co_ltd,"TOPCO Scientific Co., Ltd.","TOPCO Scientific Co., Ltd. product",0,矽成_進貨_積體電路
2709,transcend_information_inc,"Transcend Information, Inc.","Transcend Information, Inc. product",0,矽成_進貨_積體電路
2710,truelight_corporation,TrueLight Corporation,TrueLight Corporation product,0,矽成_進貨_積體電路
2711,trustsearch_corpltd,"Trust-Search Corp.,Ltd.","Trust-Search Corp.,Ltd. product",0,矽成_進貨_積體電路
2712,uchi_technologies_bhd,Uchi Technologies Bhd,Uchi Technologies Bhd product,0,矽成_進貨_積體電路
2713,ukc_holdings_corp,UKC Holdings Corp,UKC Holdings Corp product,0,矽成_進貨_積體電路
2714,ultra_chip_inc,"Ultra Chip, Inc.","Ultra Chip, Inc. product",0,矽成_進貨_積體電路
2715,unifosa_corp,UNIFOSA CORP.,UNIFOSA CORP. product,0,矽成_進貨_積體電路
2716,union_plus_technology_co_ltd,Union Plus Technology Co Ltd,Union Plus Technology Co Ltd product,0,矽成_進貨_積體電路
2717,uniquest_corporation,Uniquest Corporation,Uniquest Corporation product,0,矽成_進貨_積體電路
2718,united_microelectronics_corp_adr,United Microelectronics Corp (ADR),United Microelectronics Corp (ADR) product,0,矽成_進貨_積體電路
2719,united_microelectronics_corp,United Microelectronics Corp.,United Microelectronics Corp. product,0,矽成_進貨_積體電路
2720,unitron_tech_co_ltd,Unitron Tech Co Ltd,Unitron Tech Co Ltd product,0,矽成_進貨_積體電路
2721,venture_incorporation_pcl,Venture Incorporation PCL,Venture Incorporation PCL product,0,矽成_進貨_積體電路
2722,vitec_holdings_co_ltd,Vitec Holdings Co Ltd,Vitec Holdings Co Ltd product,0,矽成_進貨_積體電路
2723,vtac_technology_co_ltd,"V-Tac Technology Co., Ltd.","V-Tac Technology Co., Ltd. product",0,矽成_進貨_積體電路
2724,wah_lee_industrial_corporation,Wah Lee Industrial Corporation,Wah Lee Industrial Corporation product,0,矽成_進貨_積體電路
2725,walsin_technology_corporation,Walsin Technology Corporation,Walsin Technology Corporation product,0,矽成_進貨_積體電路
2726,walton_advanced_engineering_inc,Walton Advanced Engineering Inc,Walton Advanced Engineering Inc product,0,矽成_進貨_積體電路
2727,weltrend_semiconductor_inc,"Weltrend Semiconductor, Inc.","Weltrend Semiconductor, Inc. product",0,矽成_進貨_積體電路
2728,willasarray_electronics_holdings_ltd,Willas-Array Electronics (Holdings) Ltd,Willas-Array Electronics (Holdings) Ltd product,0,矽成_進貨_積體電路
2729,win_semiconductors_corp,Win Semiconductors Corp.,Win Semiconductors Corp. product,0,矽成_進貨_積體電路
2730,winbond_electronics_corp,Winbond Electronics Corp.,Winbond Electronics Corp. product,0,矽成_進貨_積體電路
2731,winpac_inc,Winpac Inc,Winpac Inc product,0,矽成_進貨_積體電路
2732,wpg_holdings_limited,WPG Holdings Limited,WPG Holdings Limited product,0,矽成_進貨_積體電路
2733,wt_microelectronics_co_ltd,"WT Microelectronics Co., Ltd.","WT Microelectronics Co., Ltd. product",1,矽成_進貨_積體電路
2734,wuhan_ps_information_technology_co_ltd,Wuhan P&S Information Technology Co Ltd,Wuhan P&S Information Technology Co Ltd product,1,矽成_進貨_積體電路
2735,wuhan_tianyu_information_industry_co_ltd,Wuhan Tianyu Information Industry Co Ltd,Wuhan Tianyu Information Industry Co Ltd product,0,矽成_進貨_積體電路
2736,xiamen_changelight_co__ltd,Xiamen Changelight Co  Ltd,Xiamen Changelight Co  Ltd product,0,矽成_進貨_積體電路
2737,yangzhou_yangjie_electrnc_tchnlgy_co_ltd,Yangzhou Yangjie Electrnc Tchnlgy Co Ltd,Yangzhou Yangjie Electrnc Tchnlgy Co Ltd product,0,矽成_進貨_積體電路
2738,yleiselektroniikka_oyj,Yleiselektroniikka Oyj,Yleiselektroniikka Oyj product,0,矽成_進貨_積體電路
2739,zaklady_urzadzen_komputerowych_elzab_sa,Zaklady Urzadzen Komputerowych Elzab SA,Zaklady Urzadzen Komputerowych Elzab SA product,0,矽成_進貨_積體電路
2740,zenitron_corp,Zenitron Corp,Zenitron Corp product,0,矽成_進貨_積體電路
2741,zentel_electronics_corp,Zentel Electronics Corp.,Zentel Electronics Corp. product,0,矽成_進貨_積體電路
2742,zhuhai_orbita_control_engineering_co_ltd,Zhuhai Orbita Control Engineering Co Ltd,Zhuhai Orbita Control Engineering Co Ltd product,0,矽成_進貨_積體電路
2743,accell_group_nv,Accell Group N.V.,Accell Group N.V. product,1,美商弗克斯_製造_腳踏車
2744,alton_sports_co_ltd,Alton Sports Co Ltd,Alton Sports Co Ltd product,1,美商弗克斯_製造_腳踏車
2745,atlas_cycles_haryana_ltd,Atlas Cycles (Haryana) Ltd,Atlas Cycles (Haryana) Ltd product,0,美商弗克斯_製造_腳踏車
2746,bajaj_auto_ltd,Bajaj Auto Ltd,Bajaj Auto Ltd product,0,美商弗克斯_製造_腳踏車
2747,bicicletas_monark_sa,Bicicletas Monark SA,Bicicletas Monark SA product,1,美商弗克斯_製造_腳踏車
2748,china_bicycle_co_holdings_ltd,China Bicycle Co Holdings Ltd,China Bicycle Co Holdings Ltd product,0,美商弗克斯_製造_腳踏車
2749,china_jialing_industrial_co_ltd_group,China Jialing Industrial Co Ltd (Group),China Jialing Industrial Co Ltd (Group) product,0,美商弗克斯_製造_腳踏車
2750,chongqing_jianshe_motorcycle_co_ltd,"Chongqing Jianshe Motorcycle Co., Ltd","Chongqing Jianshe Motorcycle Co., Ltd product",0,美商弗克斯_製造_腳踏車
2751,ditton_pievadkezu_rupnica_as,Ditton pievadkezu rupnica AS,Ditton pievadkezu rupnica AS product,0,美商弗克斯_製造_腳踏車
2752,giant_manufacturing_co_ltd,Giant Manufacturing Co Ltd,Giant Manufacturing Co Ltd product,1,美商弗克斯_製造_腳踏車
2753,harleydavidson_inc,Harley-Davidson Inc,Harley-Davidson Inc product,0,美商弗克斯_製造_腳踏車
2754,hero_motocorp_ltd,Hero Motocorp Ltd,Hero Motocorp Ltd product,0,美商弗克斯_製造_腳踏車
2755,hl_corp_shenzhen,HL Corp. (Shenzhen),HL Corp. (Shenzhen) product,1,美商弗克斯_製造_腳踏車
2756,ideal_bike_corporation,Ideal Bike Corporation,Ideal Bike Corporation product,1,美商弗克斯_製造_腳踏車
2757,jiangsu_xiechang_electrnic_tcnlgy_co_ltd,Jiangsu Xiechang Electrnic Tcnlgy Co Ltd,Jiangsu Xiechang Electrnic Tcnlgy Co Ltd product,0,美商弗克斯_製造_腳踏車
2758,joy_industrial_co_ltd,Joy Industrial Co Ltd,Joy Industrial Co Ltd product,1,美商弗克斯_製造_腳踏車
2759,kr_motors_co_ltd,KR Motors Co Ltd,KR Motors Co Ltd product,0,美商弗克斯_製造_腳踏車
2760,ktm_industries_ag,KTM Industries AG,KTM Industries AG product,0,美商弗克斯_製造_腳踏車
2761,lee_chi_enterprises_co_ltd,"Lee Chi Enterprises Co., Ltd.","Lee Chi Enterprises Co., Ltd. product",1,美商弗克斯_製造_腳踏車
2762,merida_industry_co_ltd,Merida Industry Co Ltd,Merida Industry Co Ltd product,1,美商弗克斯_製造_腳踏車
2763,piaggio__c_spa,Piaggio & C. SpA,Piaggio & C. SpA product,0,美商弗克斯_製造_腳踏車
2764,pihsiang_machinery_mfg_co_ltd,Pihsiang Machinery MFG Co Ltd,Pihsiang Machinery MFG Co Ltd product,0,美商弗克斯_製造_腳踏車
2765,sc_engine_group_ltd,S&C Engine Group Ltd,S&C Engine Group Ltd product,0,美商弗克斯_製造_腳踏車
2766,samchuly_bicycle_co_ltd,"Samchuly Bicycle Co., Ltd.","Samchuly Bicycle Co., Ltd. product",0,美商弗克斯_製造_腳踏車
2767,sanyang_motor_co_ltd,Sanyang Motor Co Ltd,Sanyang Motor Co Ltd product,0,美商弗克斯_製造_腳踏車
2768,shanghai_phoenix_enterprise_group_co_ltd,Shanghai Phoenix Enterprise Group Co Ltd,Shanghai Phoenix Enterprise Group Co Ltd product,0,美商弗克斯_製造_腳踏車
2769,shimano_inc,SHIMANO INC.,SHIMANO INC. product,0,美商弗克斯_製造_腳踏車
2770,shivam_autotech_ltd,Shivam Autotech Ltd,Shivam Autotech Ltd product,0,美商弗克斯_製造_腳踏車
2771,ste_euro_cycles_sa,Ste Euro Cycles SA,Ste Euro Cycles SA product,0,美商弗克斯_製造_腳踏車
2772,sun_race_sturmeyarcher_inc,Sun Race Sturmey-Archer Inc.,Sun Race Sturmey-Archer Inc. product,1,美商弗克斯_製造_腳踏車
2773,tandem_group_plc,Tandem Group plc,Tandem Group plc product,0,美商弗克斯_製造_腳踏車
2774,vietnam_manfng_and_exp_prcsng_hldng_ltd,Vietnam Manfng and Exp Prcsng Hldng Ltd,Vietnam Manfng and Exp Prcsng Hldng Ltd product,0,美商弗克斯_製造_腳踏車
2775,wp_ag,WP AG,WP AG product,0,美商弗克斯_製造_腳踏車
2776,yadea_group_holdings_ltd,Yadea Group Holdings Ltd,Yadea Group Holdings Ltd product,0,美商弗克斯_製造_腳踏車
2777,yamaha_motor_co_ltd,"Yamaha Motor Co., Ltd.","Yamaha Motor Co., Ltd. product",0,美商弗克斯_製造_腳踏車
2778,zap,ZAP,ZAP product,0,美商弗克斯_製造_腳踏車
2779,zhejiang_qianjiang_motorcycle_co_ltd,Zhejiang Qianjiang Motorcycle Co Ltd,Zhejiang Qianjiang Motorcycle Co Ltd product,0,美商弗克斯_製造_腳踏車
2780,zhonglu_co_ltd,Zhonglu Co Ltd,Zhonglu Co Ltd product,0,美商弗克斯_製造_腳踏車
2781,1000mercis_sa,1000mercis SA,1000mercis SA product,0,美商福達_代理服務_電子
2782,ald_advanced_logistics_developments,A.L.D. Advanced Logistics Developments,A.L.D. Advanced Logistics Developments product,0,美商福達_代理服務_電子
2783,abv_consulting_inc,Abv Consulting Inc,Abv Consulting Inc product,0,美商福達_代理服務_電子
2784,acando_ab,Acando AB,Acando AB product,0,美商福達_代理服務_電子
2785,actua_corp,Actua Corp,Actua Corp product,0,美商福達_代理服務_電子
2786,ad_pepper_media_international_nv,ad pepper media International N.V.,ad pepper media International N.V. product,0,美商福達_代理服務_電子
2787,adept4_plc,Adept4 PLC,Adept4 PLC product,0,美商福達_代理服務_電子
2788,adesso_ag,adesso AG,adesso AG product,0,美商福達_代理服務_電子
2789,adgorithms_ltd,Adgorithms Ltd,Adgorithms Ltd product,0,美商福達_代理服務_電子
2790,adl_partner_sa,ADL Partner SA,ADL Partner SA product,0,美商福達_代理服務_電子
2791,adsol_nissin_corp,Ad-Sol Nissin Corp.,Ad-Sol Nissin Corp. product,0,美商福達_代理服務_電子
